Name,Number,Alt Number,HP,Attack,SpAttack,Defense,SpDefense,Speed,Legendary,Mythical,Pseudolegendary,Fully Evolved,Has Temporary Form,Type1,Type2,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Chewtle,833,,50,64,38,50,38,44,0,0,0,0,0,Water,-,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Drednaw,834,,90,115,48,90,68,74,0,0,0,1,0,Water,Rock,1,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Yamper,835,,59,45,40,50,50,26,0,0,0,0,0,Electric,-,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Boltund,836,,69,90,90,60,60,121,0,0,0,1,0,Electric,-,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Rolycoly,837,,30,40,40,50,50,30,0,0,0,0,0,Rock,-,1,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Carkol,838,,80,60,60,90,70,50,0,0,0,0,0,Rock,Fire,1,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
Coalossal,839,,110,80,80,120,90,30,0,0,0,1,0,Rock,Fire,1,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
Applin,840,,40,40,40,80,40,20,0,0,0,0,0,Grass,Dragon,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Flapple,841,,70,110,95,80,60,70,0,0,0,1,0,Grass,Dragon,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Appletun,842,,110,85,100,80,80,30,0,0,0,1,0,Grass,Dragon,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
Silicobra,843,,52,57,35,75,50,46,0,0,0,0,0,Ground,-,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Sandaconda,844,,72,107,65,125,70,71,0,0,0,1,0,Ground,-,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Cramorant,845,,70,85,85,55,95,85,0,0,0,1,0,Water,Flying,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Arrokuda,846,,41,63,40,40,30,66,0,0,0,0,0,Water,-,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Barraskewda,847,,61,123,60,60,50,136,0,0,0,1,0,Water,-,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Toxel,848,,40,38,54,35,35,40,0,0,0,0,0,Electric,Poison,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
Toxtricity (low key),849,849-l,75,98,114,70,70,75,0,0,0,1,0,Electric,Poison,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
Toxtricity (amped),849,,75,98,114,70,70,75,0,0,0,1,0,Electric,Poison,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
Sizzlipede,850,,50,65,50,45,50,45,0,0,0,0,0,Fire,Bug,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Centiskorch,851,,100,115,90,65,90,65,0,0,0,1,0,Fire,Bug,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
Clobbopus,852,,50,68,50,60,50,32,0,0,0,0,0,Fighting,-,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Grapploct,853,,80,118,70,90,80,42,0,0,0,1,0,Fighting,-,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Sinistea,854,,40,45,74,45,54,50,0,0,0,0,0,Ghost,-,1,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Polteageist,855,,60,65,134,65,114,70,0,0,0,1,0,Ghost,-,1,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Hatenna,856,,42,30,56,45,53,39,0,0,0,0,0,Psychic,-,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Hattrem,857,,57,40,86,65,73,49,0,0,0,0,0,Psychic,-,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Hatterene,858,,57,90,136,95,103,29,0,0,0,1,0,Psychic,Fairy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
Impidimp,859,,45,45,55,30,40,50,0,0,0,0,0,Dark,Fairy,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Morgrem,860,,65,60,75,45,55,70,0,0,0,0,0,Dark,Fairy,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Grimmsnarl,861,,95,120,95,65,75,60,0,0,0,1,0,Dark,Fairy,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
Obstagoon,862,,93,90,60,101,81,95,0,0,0,1,0,Dark,Normal,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
Perrserker,863,,70,110,50,100,60,50,0,0,0,1,0,Steel,-,1,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Cursola,864,,60,95,145,50,130,30,0,0,0,1,0,Ghost,-,1,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Sirfetch'd,865,,62,135,68,95,82,65,0,0,0,1,0,Fighting,-,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Mr. Rime,866,,80,85,110,75,100,70,0,0,0,1,0,Ice,Psychic,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
Runerigus,867,,58,95,50,145,105,30,0,0,0,1,0,Ground,Ghost,1,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Milcery,868,,45,40,50,40,61,34,0,0,0,0,0,Fairy,-,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Alcremie,869,,65,60,110,75,121,64,0,0,0,1,0,Fairy,-,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Falinks,870,,65,100,70,100,60,75,0,0,0,1,0,Fighting,-,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Pincurchin,871,,48,101,91,95,85,15,0,0,0,1,0,Electric,-,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Snom,872,,30,25,45,35,30,20,0,0,0,0,0,Ice,Bug,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
Frosmoth,873,,70,65,125,60,90,65,0,0,0,1,0,Ice,Bug,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
Stonjourner,874,,100,125,20,135,20,70,0,0,0,1,0,Rock,-,1,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Eiscue,875,,75,80,65,110,90,50,0,0,0,1,1,Ice,-,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Indeedee (m),876,876-m,60,65,105,55,95,95,0,0,0,1,0,Psychic,Normal,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Indeedee (f),876,876-f,70,55,95,65,105,85,0,0,0,1,0,Psychic,Normal,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
Morpeko,877,,58,95,70,58,58,97,0,0,0,1,0,Electric,Dark,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
Cufant,878,,72,80,40,49,49,40,0,0,0,0,0,Steel,-,1,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Copperajah,879,,122,130,80,69,69,30,0,0,0,1,0,Steel,-,1,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Dracozolt,880,,90,100,80,90,70,75,0,0,0,1,0,Electric,Dragon,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
Arctozolt,881,,90,100,90,90,80,55,0,0,0,1,0,Electric,Ice,1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
Dracovish,882,,90,90,70,100,80,75,0,0,0,1,0,Water,Dragon,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
Arctovish,883,,90,90,80,100,90,55,0,0,0,1,0,Water,Ice,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
Duraludon,884,,70,95,120,115,50,85,0,0,0,1,0,Steel,Dragon,1,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
Dreepy,885,,28,60,40,30,30,82,0,0,1,0,0,Dragon,Ghost,1,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Drakloak,886,,68,80,60,50,50,102,0,0,1,0,0,Dragon,Ghost,1,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Dragapult,887,,88,120,100,75,75,142,0,0,1,1,0,Dragon,Ghost,1,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Zacian (Crowned Sword),888,,92,170,80,115,115,148,1,0,0,1,0,Fairy,Steel,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Zacian,888,,92,170,80,115,115,148,1,0,0,1,0,Fairy,-,1,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Zamazenta (Crowned Shield),889,,92,130,80,145,145,128,1,0,0,1,0,Fighting,Steel,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Zamazenta,889,,92,130,80,145,145,128,1,0,0,1,0,Fighting,-,1,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
Eternatus,890,,140,85,145,95,95,130,1,0,0,1,0,Poison,Dragon,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
Kubfu,891,,60,90,53,60,50,72,1,0,0,0,0,Fighting,-,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Urshifu (Single Strike Style),892,982-s,100,130,63,100,60,97,1,0,0,1,0,Fighting,Dark,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,1
Urshifu (Rapid Strike Style),892,892-r,100,130,63,100,60,97,1,0,0,1,0,Fighting,Water,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Zarude,893,,105,120,70,105,95,105,0,1,0,1,0,Dark,Grass,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
Regieleki,894,,80,100,100,50,50,200,1,0,0,1,0,Electric,-,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Regidrago,895,,200,100,100,50,50,80,1,0,0,1,0,Dragon,-,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
Glastrier,896,,100,145,65,130,110,30,1,0,0,1,0,Ice,-,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Spectrier,897,,100,65,145,60,80,130,1,0,0,1,0,Ghost,-,1,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Calyrex,898,,100,80,80,80,80,80,1,0,0,1,0,Psychic,Grass,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
Calyrex (Ice Rider),898,898-i,100,165,85,150,130,50,1,0,0,1,0,Psychic,Ice,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
Calyrex (Shadow Rider),898,898-s,100,85,165,80,100,150,1,0,0,1,0,Psychic,Ghost,1,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
